,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
977,1508,LIMA,HUAURA,202004,208,15,56,53,3
979,1508,LIMA,HUAURA,202005,626,61,95,41,54
981,1508,LIMA,HUAURA,202006,1556,172,197,51,146
983,1508,LIMA,HUAURA,202007,1717,248,308,66,242
985,1508,LIMA,HUAURA,202008,1717,179,244,57,187
987,1508,LIMA,HUAURA,202009,838,89,175,60,115
988,1508,LIMA,HUAURA,202010,450,44,136,57,79
989,1508,LIMA,HUAURA,202011,196,19,88,49,39
990,1508,LIMA,HUAURA,202012,199,27,110,51,59
973,1508,LIMA,HUAURA,202101,882,73,158,43,115
974,1508,LIMA,HUAURA,202102,1653,147,225,56,169
976,1508,LIMA,HUAURA,202103,2531,209,310,45,265
978,1508,LIMA,HUAURA,202104,2738,270,354,53,301
980,1508,LIMA,HUAURA,202105,1173,194,274,41,233
982,1508,LIMA,HUAURA,202106,645,69,146,51,95
984,1508,LIMA,HUAURA,202107,277,22,115,66,49
986,1508,LIMA,HUAURA,202108,186,19,109,57,52
993,1509,LIMA,OYON,202003,0,0,3,5,-2
995,1509,LIMA,OYON,202004,8,2,4,2,2
997,1509,LIMA,OYON,202005,9,2,5,4,1
999,1509,LIMA,OYON,202006,18,2,6,1,5
1001,1509,LIMA,OYON,202007,3,7,10,5,5
1003,1509,LIMA,OYON,202008,35,4,10,1,9
1005,1509,LIMA,OYON,202009,21,3,10,2,8
1006,1509,LIMA,OYON,202010,4,1,11,4,7
1007,1509,LIMA,OYON,202011,4,3,7,2,5
1008,1509,LIMA,OYON,202012,6,2,3,5,-2
991,1509,LIMA,OYON,202101,26,8,13,2,11
992,1509,LIMA,OYON,202102,46,6,11,4,7
994,1509,LIMA,OYON,202103,71,10,18,5,13
996,1509,LIMA,OYON,202104,93,10,18,2,16
998,1509,LIMA,OYON,202105,47,10,14,4,10
1000,1509,LIMA,OYON,202106,35,4,8,1,7
1002,1509,LIMA,OYON,202107,5,1,3,5,-2
1004,1509,LIMA,OYON,202108,23,0,10,1,9
1011,1510,LIMA,YAUYOS,202003,0,0,5,3,2
1013,1510,LIMA,YAUYOS,202004,7,1,4,8,-4
1015,1510,LIMA,YAUYOS,202005,20,4,13,7,6
1017,1510,LIMA,YAUYOS,202006,29,3,18,5,13
1019,1510,LIMA,YAUYOS,202007,60,3,15,4,11
1021,1510,LIMA,YAUYOS,202008,28,8,24,4,20
1023,1510,LIMA,YAUYOS,202009,40,3,12,5,7
1024,1510,LIMA,YAUYOS,202010,40,4,9,9,0
1025,1510,LIMA,YAUYOS,202011,6,0,4,8,-4
1026,1510,LIMA,YAUYOS,202012,6,2,11,6,5
1009,1510,LIMA,YAUYOS,202101,17,8,20,7,13
1010,1510,LIMA,YAUYOS,202102,21,8,16,11,5
1012,1510,LIMA,YAUYOS,202103,86,11,24,3,21
1014,1510,LIMA,YAUYOS,202104,82,11,33,8,25
1016,1510,LIMA,YAUYOS,202105,44,5,24,7,17
1018,1510,LIMA,YAUYOS,202106,11,2,12,5,7
1020,1510,LIMA,YAUYOS,202107,40,3,8,4,4
1022,1510,LIMA,YAUYOS,202108,11,0,19,4,15
1029,1601,LORETO,MAYNAS,202003,62,13,142,103,39
1031,1601,LORETO,MAYNAS,202004,1382,430,435,104,331
1033,1601,LORETO,MAYNAS,202005,3111,1140,883,94,789
1035,1601,LORETO,MAYNAS,202006,2309,161,209,115,94
1037,1601,LORETO,MAYNAS,202007,1252,72,155,119,36
1039,1601,LORETO,MAYNAS,202008,1979,77,193,109,84
1041,1601,LORETO,MAYNAS,202009,1308,27,144,112,32
1042,1601,LORETO,MAYNAS,202010,798,20,161,126,35
1043,1601,LORETO,MAYNAS,202011,631,14,158,111,47
1044,1601,LORETO,MAYNAS,202012,575,12,175,143,32
1027,1601,LORETO,MAYNAS,202101,1048,67,219,110,109
1028,1601,LORETO,MAYNAS,202102,4267,442,578,82,496
1030,1601,LORETO,MAYNAS,202103,1821,250,382,103,279
1032,1601,LORETO,MAYNAS,202104,1104,73,216,104,112
1034,1601,LORETO,MAYNAS,202105,738,50,213,94,119
1036,1601,LORETO,MAYNAS,202106,1301,42,187,115,72
1038,1601,LORETO,MAYNAS,202107,1646,83,226,119,107
1040,1601,LORETO,MAYNAS,202108,218,20,188,109,79
1047,1602,LORETO,ALTO AMAZONAS,202003,0,1,39,32,7
1049,1602,LORETO,ALTO AMAZONAS,202004,23,4,23,26,-3
1051,1602,LORETO,ALTO AMAZONAS,202005,712,59,99,30,69
1053,1602,LORETO,ALTO AMAZONAS,202006,349,105,128,42,86
1055,1602,LORETO,ALTO AMAZONAS,202007,509,46,57,30,27
1057,1602,LORETO,ALTO AMAZONAS,202008,339,17,38,43,-5
1059,1602,LORETO,ALTO AMAZONAS,202009,216,1,33,32,1
1060,1602,LORETO,ALTO AMAZONAS,202010,150,9,42,21,21
1061,1602,LORETO,ALTO AMAZONAS,202011,111,5,25,30,-5
1062,1602,LORETO,ALTO AMAZONAS,202012,37,7,44,49,-5
1045,1602,LORETO,ALTO AMAZONAS,202101,94,7,47,48,-1
1046,1602,LORETO,ALTO AMAZONAS,202102,265,15,42,26,16
1048,1602,LORETO,ALTO AMAZONAS,202103,1217,53,80,32,48
1050,1602,LORETO,ALTO AMAZONAS,202104,676,40,72,26,46
1052,1602,LORETO,ALTO AMAZONAS,202105,187,11,49,30,19
1054,1602,LORETO,ALTO AMAZONAS,202106,52,12,47,42,5
1056,1602,LORETO,ALTO AMAZONAS,202107,48,4,43,30,13
1058,1602,LORETO,ALTO AMAZONAS,202108,40,3,42,43,-1
1065,1603,LORETO,LORETO,202003,0,0,5,10,-5
1067,1603,LORETO,LORETO,202004,34,3,5,9,-4
1069,1603,LORETO,LORETO,202005,232,54,68,8,60
1071,1603,LORETO,LORETO,202006,315,24,33,7,26
1073,1603,LORETO,LORETO,202007,705,14,19,3,16
1075,1603,LORETO,LORETO,202008,1008,12,14,2,12
1077,1603,LORETO,LORETO,202009,503,4,15,6,9
1078,1603,LORETO,LORETO,202010,176,4,16,5,11
1079,1603,LORETO,LORETO,202011,169,2,11,4,7
1080,1603,LORETO,LORETO,202012,176,1,12,3,9
1063,1603,LORETO,LORETO,202101,76,1,12,10,2
1064,1603,LORETO,LORETO,202102,266,8,19,6,13
1066,1603,LORETO,LORETO,202103,196,16,18,10,8
1068,1603,LORETO,LORETO,202104,117,1,9,9,0
1070,1603,LORETO,LORETO,202105,42,2,16,8,8
1072,1603,LORETO,LORETO,202106,86,2,16,7,9
1074,1603,LORETO,LORETO,202107,63,1,15,3,12
1076,1603,LORETO,LORETO,202108,26,1,7,2,5
1083,1604,LORETO,MARISCAL RAMON CASTILLA,202003,0,1,3,7,-4
1085,1604,LORETO,MARISCAL RAMON CASTILLA,202004,32,3,8,6,2
1087,1604,LORETO,MARISCAL RAMON CASTILLA,202005,161,40,14,10,4
1089,1604,LORETO,MARISCAL RAMON CASTILLA,202006,112,22,19,6,13
1091,1604,LORETO,MARISCAL RAMON CASTILLA,202007,119,13,16,14,2
1093,1604,LORETO,MARISCAL RAMON CASTILLA,202008,346,2,9,10,-1
1095,1604,LORETO,MARISCAL RAMON CASTILLA,202009,284,3,7,11,-4
1096,1604,LORETO,MARISCAL RAMON CASTILLA,202010,186,1,4,8,-4
1097,1604,LORETO,MARISCAL RAMON CASTILLA,202011,121,1,12,3,9
1098,1604,LORETO,MARISCAL RAMON CASTILLA,202012,10,0,5,7,-2
1081,1604,LORETO,MARISCAL RAMON CASTILLA,202101,92,18,21,5,16
1082,1604,LORETO,MARISCAL RAMON CASTILLA,202102,338,23,22,3,19
1084,1604,LORETO,MARISCAL RAMON CASTILLA,202103,165,15,16,7,9
1086,1604,LORETO,MARISCAL RAMON CASTILLA,202104,36,3,11,6,5
1088,1604,LORETO,MARISCAL RAMON CASTILLA,202105,41,0,5,10,-5
1090,1604,LORETO,MARISCAL RAMON CASTILLA,202106,51,0,4,6,-2
1092,1604,LORETO,MARISCAL RAMON CASTILLA,202107,208,5,10,14,-4
1094,1604,LORETO,MARISCAL RAMON CASTILLA,202108,54,0,3,10,-7
1101,1605,LORETO,REQUENA,202003,0,2,16,10,6
1103,1605,LORETO,REQUENA,202004,5,6,14,16,-2
1105,1605,LORETO,REQUENA,202005,43,81,83,13,70
1107,1605,LORETO,REQUENA,202006,195,34,35,14,21
1109,1605,LORETO,REQUENA,202007,71,10,18,19,-1
1111,1605,LORETO,REQUENA,202008,246,10,16,13,3
1113,1605,LORETO,REQUENA,202009,389,3,10,12,-2
1114,1605,LORETO,REQUENA,202010,360,4,17,15,2
1115,1605,LORETO,REQUENA,202011,188,0,16,15,1
1116,1605,LORETO,REQUENA,202012,42,2,15,10,5
1099,1605,LORETO,REQUENA,202101,32,1,17,9,8
1100,1605,LORETO,REQUENA,202102,92,7,16,9,7
1102,1605,LORETO,REQUENA,202103,156,15,32,10,22
1104,1605,LORETO,REQUENA,202104,55,9,20,16,4
1106,1605,LORETO,REQUENA,202105,173,5,19,13,6
1108,1605,LORETO,REQUENA,202106,91,0,14,14,0
1110,1605,LORETO,REQUENA,202107,121,2,13,19,-6
1112,1605,LORETO,REQUENA,202108,39,2,13,13,0
1119,1606,LORETO,UCAYALI,202003,0,0,3,12,-9
1121,1606,LORETO,UCAYALI,202004,3,1,11,12,-1
1123,1606,LORETO,UCAYALI,202005,159,31,34,10,24
1125,1606,LORETO,UCAYALI,202006,178,25,27,6,21
1127,1606,LORETO,UCAYALI,202007,101,8,18,12,6
1129,1606,LORETO,UCAYALI,202008,65,8,25,10,15
1131,1606,LORETO,UCAYALI,202009,175,3,18,6,12
1132,1606,LORETO,UCAYALI,202010,29,2,18,5,13
1133,1606,LORETO,UCAYALI,202011,49,3,20,10,10
1134,1606,LORETO,UCAYALI,202012,11,1,20,15,5
1117,1606,LORETO,UCAYALI,202101,30,8,23,9,14
1118,1606,LORETO,UCAYALI,202102,74,5,23,13,10
1120,1606,LORETO,UCAYALI,202103,78,22,44,12,32
1122,1606,LORETO,UCAYALI,202104,60,14,36,12,24
1124,1606,LORETO,UCAYALI,202105,35,8,29,10,19
1126,1606,LORETO,UCAYALI,202106,16,4,21,6,15
1128,1606,LORETO,UCAYALI,202107,6,3,22,12,10
1130,1606,LORETO,UCAYALI,202108,0,1,16,10,6
1137,1607,LORETO,DATEM DEL MARAÑON,202003,0,0,9,2,7
1139,1607,LORETO,DATEM DEL MARAÑON,202004,7,3,8,3,5
1141,1607,LORETO,DATEM DEL MARAÑON,202005,152,3,7,4,3
1143,1607,LORETO,DATEM DEL MARAÑON,202006,404,22,23,2,21
1145,1607,LORETO,DATEM DEL MARAÑON,202007,796,19,16,2,14
1147,1607,LORETO,DATEM DEL MARAÑON,202008,564,10,11,4,7
1149,1607,LORETO,DATEM DEL MARAÑON,202009,200,3,7,3,4
1150,1607,LORETO,DATEM DEL MARAÑON,202010,173,3,7,1,6
1151,1607,LORETO,DATEM DEL MARAÑON,202011,51,5,11,2,9
1152,1607,LORETO,DATEM DEL MARAÑON,202012,26,2,8,2,6
1135,1607,LORETO,DATEM DEL MARAÑON,202101,15,0,10,3,7
1136,1607,LORETO,DATEM DEL MARAÑON,202102,55,12,15,2,13
1138,1607,LORETO,DATEM DEL MARAÑON,202103,173,5,11,2,9
1140,1607,LORETO,DATEM DEL MARAÑON,202104,70,5,7,3,4
1142,1607,LORETO,DATEM DEL MARAÑON,202105,108,8,11,4,7
1144,1607,LORETO,DATEM DEL MARAÑON,202106,60,2,8,2,6
1146,1607,LORETO,DATEM DEL MARAÑON,202107,36,3,15,2,13
1148,1607,LORETO,DATEM DEL MARAÑON,202108,4,1,9,4,5
1155,1608,LORETO,PUTUMAYO,202003,0,0,0,0,0
1157,1608,LORETO,PUTUMAYO,202004,1,0,0,0,0
1159,1608,LORETO,PUTUMAYO,202005,8,0,0,0,0
1161,1608,LORETO,PUTUMAYO,202006,155,8,2,1,1
1163,1608,LORETO,PUTUMAYO,202007,288,6,5,1,4
1165,1608,LORETO,PUTUMAYO,202008,381,0,0,0,0
1167,1608,LORETO,PUTUMAYO,202009,53,0,0,2,-2
1168,1608,LORETO,PUTUMAYO,202010,17,0,0,1,-1
1169,1608,LORETO,PUTUMAYO,202011,162,0,0,0,0
1170,1608,LORETO,PUTUMAYO,202012,140,0,1,0,1
1153,1608,LORETO,PUTUMAYO,202101,16,0,1,1,0
1154,1608,LORETO,PUTUMAYO,202102,29,0,0,1,-1
1156,1608,LORETO,PUTUMAYO,202103,25,3,4,0,4
1158,1608,LORETO,PUTUMAYO,202104,14,2,2,0,2
1160,1608,LORETO,PUTUMAYO,202105,11,0,0,0,0
1162,1608,LORETO,PUTUMAYO,202106,7,0,1,1,0
1164,1608,LORETO,PUTUMAYO,202107,4,0,0,1,-1
1166,1608,LORETO,PUTUMAYO,202108,0,0,1,0,1
1173,1701,MADRE DE DIOS,TAMBOPATA,202003,1,1,54,52,2
1175,1701,MADRE DE DIOS,TAMBOPATA,202004,122,1,37,57,-20
1177,1701,MADRE DE DIOS,TAMBOPATA,202005,419,10,63,49,14
1179,1701,MADRE DE DIOS,TAMBOPATA,202006,1406,131,180,47,133
1181,1701,MADRE DE DIOS,TAMBOPATA,202007,1536,142,175,52,123
1183,1701,MADRE DE DIOS,TAMBOPATA,202008,2013,65,104,44,60
1185,1701,MADRE DE DIOS,TAMBOPATA,202009,1623,21,62,61,1
1186,1701,MADRE DE DIOS,TAMBOPATA,202010,374,14,65,64,1
1187,1701,MADRE DE DIOS,TAMBOPATA,202011,264,8,53,55,-2
1188,1701,MADRE DE DIOS,TAMBOPATA,202012,173,12,46,61,-15
1171,1701,MADRE DE DIOS,TAMBOPATA,202101,120,27,72,40,32
1172,1701,MADRE DE DIOS,TAMBOPATA,202102,377,21,61,49,12
1174,1701,MADRE DE DIOS,TAMBOPATA,202103,1251,77,137,52,85
1176,1701,MADRE DE DIOS,TAMBOPATA,202104,728,88,128,57,71
1178,1701,MADRE DE DIOS,TAMBOPATA,202105,396,28,80,49,31
1180,1701,MADRE DE DIOS,TAMBOPATA,202106,158,11,66,47,19
1182,1701,MADRE DE DIOS,TAMBOPATA,202107,81,11,56,52,4
1184,1701,MADRE DE DIOS,TAMBOPATA,202108,72,7,75,44,31
1191,1702,MADRE DE DIOS,MANU,202003,0,0,4,5,-1
1193,1702,MADRE DE DIOS,MANU,202004,0,0,4,1,3
1195,1702,MADRE DE DIOS,MANU,202005,1,0,4,2,2
1197,1702,MADRE DE DIOS,MANU,202006,33,5,9,8,1
1199,1702,MADRE DE DIOS,MANU,202007,62,1,7,7,0
1201,1702,MADRE DE DIOS,MANU,202008,390,8,9,4,5
1203,1702,MADRE DE DIOS,MANU,202009,43,3,13,5,8
1204,1702,MADRE DE DIOS,MANU,202010,32,0,2,5,-3
1205,1702,MADRE DE DIOS,MANU,202011,37,1,3,4,-1
1206,1702,MADRE DE DIOS,MANU,202012,21,0,2,2,0
1189,1702,MADRE DE DIOS,MANU,202101,31,3,7,5,2
1190,1702,MADRE DE DIOS,MANU,202102,45,3,7,5,2
1192,1702,MADRE DE DIOS,MANU,202103,109,10,15,5,10
1194,1702,MADRE DE DIOS,MANU,202104,88,6,12,1,11
1196,1702,MADRE DE DIOS,MANU,202105,30,2,3,2,1
1198,1702,MADRE DE DIOS,MANU,202106,22,1,6,8,-2
1200,1702,MADRE DE DIOS,MANU,202107,3,0,11,7,4
1202,1702,MADRE DE DIOS,MANU,202108,5,0,8,4,4
1209,1703,MADRE DE DIOS,TAHUAMANU,202003,0,0,1,4,-3
1211,1703,MADRE DE DIOS,TAHUAMANU,202004,6,0,2,3,-1
1213,1703,MADRE DE DIOS,TAHUAMANU,202005,43,0,2,4,-2
1215,1703,MADRE DE DIOS,TAHUAMANU,202006,60,3,5,1,4
1217,1703,MADRE DE DIOS,TAHUAMANU,202007,247,11,11,2,9
1219,1703,MADRE DE DIOS,TAHUAMANU,202008,292,12,8,1,7
1221,1703,MADRE DE DIOS,TAHUAMANU,202009,189,2,3,4,-1
1222,1703,MADRE DE DIOS,TAHUAMANU,202010,73,1,6,3,3
1223,1703,MADRE DE DIOS,TAHUAMANU,202011,61,0,2,3,-1
1224,1703,MADRE DE DIOS,TAHUAMANU,202012,66,0,2,3,-1
1207,1703,MADRE DE DIOS,TAHUAMANU,202101,22,2,4,0,4
1208,1703,MADRE DE DIOS,TAHUAMANU,202102,61,1,5,3,2
1210,1703,MADRE DE DIOS,TAHUAMANU,202103,200,3,3,4,-1
1212,1703,MADRE DE DIOS,TAHUAMANU,202104,105,6,7,3,4
1214,1703,MADRE DE DIOS,TAHUAMANU,202105,126,1,3,4,-1
1216,1703,MADRE DE DIOS,TAHUAMANU,202106,48,1,9,1,8
1218,1703,MADRE DE DIOS,TAHUAMANU,202107,54,0,4,2,2
1220,1703,MADRE DE DIOS,TAHUAMANU,202108,28,0,1,1,0
1227,1801,MOQUEGUA,MARISCAL NIETO,202003,0,0,35,33,2
1229,1801,MOQUEGUA,MARISCAL NIETO,202004,63,1,20,34,-14
1231,1801,MOQUEGUA,MARISCAL NIETO,202005,296,2,25,49,-24
1233,1801,MOQUEGUA,MARISCAL NIETO,202006,171,5,35,39,-4
1235,1801,MOQUEGUA,MARISCAL NIETO,202007,1227,136,163,37,126
1237,1801,MOQUEGUA,MARISCAL NIETO,202008,4387,285,313,48,265
1239,1801,MOQUEGUA,MARISCAL NIETO,202009,3082,41,63,43,20
1240,1801,MOQUEGUA,MARISCAL NIETO,202010,666,20,36,27,9
1241,1801,MOQUEGUA,MARISCAL NIETO,202011,463,8,36,42,-6
1242,1801,MOQUEGUA,MARISCAL NIETO,202012,393,12,28,30,-2
1225,1801,MOQUEGUA,MARISCAL NIETO,202101,809,31,46,33,13
1226,1801,MOQUEGUA,MARISCAL NIETO,202102,1167,28,53,32,21
1228,1801,MOQUEGUA,MARISCAL NIETO,202103,1270,17,41,33,8
1230,1801,MOQUEGUA,MARISCAL NIETO,202104,772,21,49,34,15
1232,1801,MOQUEGUA,MARISCAL NIETO,202105,636,34,57,49,8
1234,1801,MOQUEGUA,MARISCAL NIETO,202106,1192,28,66,39,27
1236,1801,MOQUEGUA,MARISCAL NIETO,202107,1157,39,67,37,30
1238,1801,MOQUEGUA,MARISCAL NIETO,202108,586,22,49,48,1
1245,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202003,0,0,1,4,-3
1247,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202004,2,1,9,4,5
1249,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202005,5,0,6,4,2
1251,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202006,38,2,13,7,6
1253,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202007,96,3,14,9,5
1255,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202008,191,11,14,7,7
1257,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202009,82,0,10,11,-1
1258,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202010,19,0,5,4,1
1259,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202011,14,0,6,9,-3
1260,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202012,8,0,6,5,1
1243,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202101,44,5,19,4,15
1244,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202102,97,4,8,7,1
1246,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202103,79,2,10,4,6
1248,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202104,90,9,14,4,10
1250,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202105,164,8,17,4,13
1252,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202106,190,5,16,7,9
1254,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202107,68,2,5,9,-4
1256,1802,MOQUEGUA,GENERAL SANCHEZ CERRO,202108,26,0,12,7,5
1263,1803,MOQUEGUA,ILO,202003,0,0,24,20,4
1265,1803,MOQUEGUA,ILO,202004,85,0,17,28,-11
1267,1803,MOQUEGUA,ILO,202005,230,7,30,28,2
1269,1803,MOQUEGUA,ILO,202006,118,17,44,27,17
1271,1803,MOQUEGUA,ILO,202007,844,123,151,33,118
1273,1803,MOQUEGUA,ILO,202008,1377,111,122,32,90
1275,1803,MOQUEGUA,ILO,202009,838,29,42,29,13
1276,1803,MOQUEGUA,ILO,202010,362,22,42,33,9
1277,1803,MOQUEGUA,ILO,202011,403,15,29,33,-4
1278,1803,MOQUEGUA,ILO,202012,362,33,52,24,28
1261,1803,MOQUEGUA,ILO,202101,957,116,137,28,109
1262,1803,MOQUEGUA,ILO,202102,814,38,61,30,31
1264,1803,MOQUEGUA,ILO,202103,409,23,43,20,23
1266,1803,MOQUEGUA,ILO,202104,507,30,53,28,25
1268,1803,MOQUEGUA,ILO,202105,641,77,95,28,67
1270,1803,MOQUEGUA,ILO,202106,510,46,72,27,45
1272,1803,MOQUEGUA,ILO,202107,460,20,39,33,6
1274,1803,MOQUEGUA,ILO,202108,281,6,34,32,2
1281,1901,PASCO,PASCO,202003,1,0,37,17,20
1283,1901,PASCO,PASCO,202004,106,4,36,19,17
1285,1901,PASCO,PASCO,202005,245,11,62,20,42
1287,1901,PASCO,PASCO,202006,330,17,54,11,43
1289,1901,PASCO,PASCO,202007,653,48,92,17,75
1291,1901,PASCO,PASCO,202008,1394,73,107,32,75
1293,1901,PASCO,PASCO,202009,726,33,60,25,35
1294,1901,PASCO,PASCO,202010,319,13,43,35,8
1295,1901,PASCO,PASCO,202011,182,9,39,35,4
1296,1901,PASCO,PASCO,202012,228,25,53,52,1
1279,1901,PASCO,PASCO,202101,961,104,137,16,121
1280,1901,PASCO,PASCO,202102,497,59,93,10,83
1282,1901,PASCO,PASCO,202103,358,37,75,17,58
1284,1901,PASCO,PASCO,202104,433,47,74,19,55
1286,1901,PASCO,PASCO,202105,337,56,86,20,66
1288,1901,PASCO,PASCO,202106,218,37,58,11,47
1290,1901,PASCO,PASCO,202107,116,17,48,17,31
1292,1901,PASCO,PASCO,202108,49,5,32,32,0
1299,1902,PASCO,DANIEL ALCIDES CARRION,202003,0,0,16,7,9
1301,1902,PASCO,DANIEL ALCIDES CARRION,202004,13,0,12,8,4
1303,1902,PASCO,DANIEL ALCIDES CARRION,202005,7,4,14,5,9
1305,1902,PASCO,DANIEL ALCIDES CARRION,202006,16,5,17,8,9
1307,1902,PASCO,DANIEL ALCIDES CARRION,202007,78,8,19,5,14
1309,1902,PASCO,DANIEL ALCIDES CARRION,202008,189,11,23,7,16
1311,1902,PASCO,DANIEL ALCIDES CARRION,202009,95,5,11,7,4
1312,1902,PASCO,DANIEL ALCIDES CARRION,202010,105,0,10,14,-4
1313,1902,PASCO,DANIEL ALCIDES CARRION,202011,13,2,10,8,2
1314,1902,PASCO,DANIEL ALCIDES CARRION,202012,20,2,12,10,2
1297,1902,PASCO,DANIEL ALCIDES CARRION,202101,144,13,32,9,23
1298,1902,PASCO,DANIEL ALCIDES CARRION,202102,61,10,30,2,28
1300,1902,PASCO,DANIEL ALCIDES CARRION,202103,54,2,13,7,6
1302,1902,PASCO,DANIEL ALCIDES CARRION,202104,111,11,24,8,16
1304,1902,PASCO,DANIEL ALCIDES CARRION,202105,86,13,21,5,16
1306,1902,PASCO,DANIEL ALCIDES CARRION,202106,30,8,18,8,10
1308,1902,PASCO,DANIEL ALCIDES CARRION,202107,14,5,12,5,7
1310,1902,PASCO,DANIEL ALCIDES CARRION,202108,7,0,10,7,3
1317,1903,PASCO,OXAPAMPA,202003,0,0,30,27,3
1319,1903,PASCO,OXAPAMPA,202004,35,0,15,22,-7
1321,1903,PASCO,OXAPAMPA,202005,151,3,28,24,4
1323,1903,PASCO,OXAPAMPA,202006,160,4,17,17,0
1325,1903,PASCO,OXAPAMPA,202007,155,10,39,33,6
1327,1903,PASCO,OXAPAMPA,202008,351,12,42,27,15
1329,1903,PASCO,OXAPAMPA,202009,222,19,37,24,13
1330,1903,PASCO,OXAPAMPA,202010,202,2,33,20,13
1331,1903,PASCO,OXAPAMPA,202011,242,11,36,19,17
1332,1903,PASCO,OXAPAMPA,202012,132,8,34,19,15
1315,1903,PASCO,OXAPAMPA,202101,335,16,47,18,29
1316,1903,PASCO,OXAPAMPA,202102,985,37,74,24,50
1318,1903,PASCO,OXAPAMPA,202103,1093,50,93,27,66
1320,1903,PASCO,OXAPAMPA,202104,1336,61,83,22,61
1322,1903,PASCO,OXAPAMPA,202105,785,71,106,24,82
1324,1903,PASCO,OXAPAMPA,202106,294,20,51,17,34
1326,1903,PASCO,OXAPAMPA,202107,236,9,37,33,4
1328,1903,PASCO,OXAPAMPA,202108,276,8,38,27,11
1335,2001,PIURA,PIURA,202003,22,3,116,243,-127
1337,2001,PIURA,PIURA,202004,1291,276,363,167,196
1339,2001,PIURA,PIURA,202005,3673,853,978,118,860
1341,2001,PIURA,PIURA,202006,3645,512,673,134,539
1343,2001,PIURA,PIURA,202007,2267,265,406,195,211
1345,2001,PIURA,PIURA,202008,3478,263,399,155,244
1347,2001,PIURA,PIURA,202009,2888,191,341,93,248
1348,2001,PIURA,PIURA,202010,928,128,268,103,165
1349,2001,PIURA,PIURA,202011,1239,168,307,176,131
1350,2001,PIURA,PIURA,202012,1077,224,408,205,203
1333,2001,PIURA,PIURA,202101,1548,313,512,223,289
1334,2001,PIURA,PIURA,202102,1824,227,415,224,191
1336,2001,PIURA,PIURA,202103,4737,406,627,243,384
1338,2001,PIURA,PIURA,202104,6329,805,1059,167,892
1340,2001,PIURA,PIURA,202105,2991,496,702,118,584
1342,2001,PIURA,PIURA,202106,2216,172,391,134,257
1344,2001,PIURA,PIURA,202107,681,65,307,195,112
1346,2001,PIURA,PIURA,202108,592,45,243,155,88
1353,2002,PIURA,AYABACA,202003,0,0,19,39,-20
1355,2002,PIURA,AYABACA,202004,15,3,19,45,-26
1357,2002,PIURA,AYABACA,202005,75,8,35,32,3
1359,2002,PIURA,AYABACA,202006,177,20,45,26,19
1361,2002,PIURA,AYABACA,202007,152,14,37,42,-5
1363,2002,PIURA,AYABACA,202008,250,16,49,34,15
1365,2002,PIURA,AYABACA,202009,207,13,35,31,4
1366,2002,PIURA,AYABACA,202010,85,6,28,43,-15
1367,2002,PIURA,AYABACA,202011,59,8,25,39,-14
1368,2002,PIURA,AYABACA,202012,30,12,40,23,17
1351,2002,PIURA,AYABACA,202101,158,10,43,32,11
1352,2002,PIURA,AYABACA,202102,154,13,45,37,8
1354,2002,PIURA,AYABACA,202103,442,17,60,39,21
1356,2002,PIURA,AYABACA,202104,621,53,81,45,36
1358,2002,PIURA,AYABACA,202105,316,54,96,32,64
1360,2002,PIURA,AYABACA,202106,202,16,43,26,17
1362,2002,PIURA,AYABACA,202107,167,8,31,42,-11
1364,2002,PIURA,AYABACA,202108,50,5,26,34,-8
1371,2003,PIURA,HUANCABAMBA,202003,0,0,24,35,-11
1373,2003,PIURA,HUANCABAMBA,202004,4,0,31,39,-8
1375,2003,PIURA,HUANCABAMBA,202005,25,7,29,22,7
1377,2003,PIURA,HUANCABAMBA,202006,88,7,47,33,14
1379,2003,PIURA,HUANCABAMBA,202007,83,19,58,40,18
1381,2003,PIURA,HUANCABAMBA,202008,166,24,50,22,28
1383,2003,PIURA,HUANCABAMBA,202009,80,16,40,25,15
1384,2003,PIURA,HUANCABAMBA,202010,24,9,39,27,12
1385,2003,PIURA,HUANCABAMBA,202011,14,10,35,37,-2
1386,2003,PIURA,HUANCABAMBA,202012,10,19,48,48,0
1369,2003,PIURA,HUANCABAMBA,202101,31,14,38,28,10
