,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
2805,505,AYACUCHO,LA MAR,202009,203,10,28,25,3
2806,505,AYACUCHO,LA MAR,202010,186,9,28,14,14
2807,505,AYACUCHO,LA MAR,202011,87,3,27,20,7
2808,505,AYACUCHO,LA MAR,202012,105,3,32,22,10
2791,505,AYACUCHO,LA MAR,202101,129,6,22,22,0
2792,505,AYACUCHO,LA MAR,202102,204,14,34,11,23
2794,505,AYACUCHO,LA MAR,202103,362,22,53,25,28
2796,505,AYACUCHO,LA MAR,202104,278,28,59,24,35
2798,505,AYACUCHO,LA MAR,202105,173,11,38,19,19
2800,505,AYACUCHO,LA MAR,202106,55,4,20,28,-8
2802,505,AYACUCHO,LA MAR,202107,57,5,31,14,17
2804,505,AYACUCHO,LA MAR,202108,121,1,20,24,-4
2811,506,AYACUCHO,LUCANAS,202003,0,0,9,19,-10
2813,506,AYACUCHO,LUCANAS,202004,19,2,17,22,-5
2815,506,AYACUCHO,LUCANAS,202005,26,3,16,23,-7
2817,506,AYACUCHO,LUCANAS,202006,37,4,12,21,-9
2819,506,AYACUCHO,LUCANAS,202007,69,11,29,15,14
2821,506,AYACUCHO,LUCANAS,202008,240,10,30,14,16
2823,506,AYACUCHO,LUCANAS,202009,188,6,23,12,11
2824,506,AYACUCHO,LUCANAS,202010,74,3,9,11,-2
2825,506,AYACUCHO,LUCANAS,202011,54,1,8,19,-11
2826,506,AYACUCHO,LUCANAS,202012,64,7,28,16,12
2809,506,AYACUCHO,LUCANAS,202101,98,8,23,17,6
2810,506,AYACUCHO,LUCANAS,202102,160,19,37,19,18
2812,506,AYACUCHO,LUCANAS,202103,156,17,40,19,21
2814,506,AYACUCHO,LUCANAS,202104,147,15,24,22,2
2816,506,AYACUCHO,LUCANAS,202105,174,15,35,23,12
2818,506,AYACUCHO,LUCANAS,202106,181,26,37,21,16
2820,506,AYACUCHO,LUCANAS,202107,119,13,32,15,17
2822,506,AYACUCHO,LUCANAS,202108,69,3,25,14,11
2829,507,AYACUCHO,PARINACOCHAS,202003,0,0,3,8,-5
2831,507,AYACUCHO,PARINACOCHAS,202004,7,1,4,8,-4
2833,507,AYACUCHO,PARINACOCHAS,202005,35,4,12,10,2
2835,507,AYACUCHO,PARINACOCHAS,202006,43,2,9,10,-1
2837,507,AYACUCHO,PARINACOCHAS,202007,23,6,9,9,0
2839,507,AYACUCHO,PARINACOCHAS,202008,159,4,8,8,0
2841,507,AYACUCHO,PARINACOCHAS,202009,151,4,8,3,5
2842,507,AYACUCHO,PARINACOCHAS,202010,213,2,4,9,-5
2843,507,AYACUCHO,PARINACOCHAS,202011,82,1,8,11,-3
2844,507,AYACUCHO,PARINACOCHAS,202012,50,2,15,10,5
2827,507,AYACUCHO,PARINACOCHAS,202101,55,4,19,8,11
2828,507,AYACUCHO,PARINACOCHAS,202102,131,6,23,8,15
2830,507,AYACUCHO,PARINACOCHAS,202103,206,21,31,8,23
2832,507,AYACUCHO,PARINACOCHAS,202104,201,19,39,8,31
2834,507,AYACUCHO,PARINACOCHAS,202105,187,16,27,10,17
2836,507,AYACUCHO,PARINACOCHAS,202106,93,10,22,10,12
2838,507,AYACUCHO,PARINACOCHAS,202107,117,8,17,9,8
2840,507,AYACUCHO,PARINACOCHAS,202108,39,4,15,8,7
2847,508,AYACUCHO,PÀUCAR DEL SARA SARA,202003,0,0,5,6,-1
2849,508,AYACUCHO,PÀUCAR DEL SARA SARA,202004,0,1,1,8,-7
2851,508,AYACUCHO,PÀUCAR DEL SARA SARA,202005,7,2,3,4,-1
2853,508,AYACUCHO,PÀUCAR DEL SARA SARA,202006,0,1,2,3,-1
2855,508,AYACUCHO,PÀUCAR DEL SARA SARA,202007,6,1,6,4,2
2857,508,AYACUCHO,PÀUCAR DEL SARA SARA,202008,26,1,4,4,0
2859,508,AYACUCHO,PÀUCAR DEL SARA SARA,202009,30,1,2,6,-4
2860,508,AYACUCHO,PÀUCAR DEL SARA SARA,202010,60,1,4,6,-2
2861,508,AYACUCHO,PÀUCAR DEL SARA SARA,202011,16,3,3,3,0
2862,508,AYACUCHO,PÀUCAR DEL SARA SARA,202012,46,2,4,1,3
2845,508,AYACUCHO,PÀUCAR DEL SARA SARA,202101,16,0,3,7,-4
2846,508,AYACUCHO,PÀUCAR DEL SARA SARA,202102,53,3,9,2,7
2848,508,AYACUCHO,PÀUCAR DEL SARA SARA,202103,66,5,9,6,3
2850,508,AYACUCHO,PÀUCAR DEL SARA SARA,202104,87,6,8,8,0
2852,508,AYACUCHO,PÀUCAR DEL SARA SARA,202105,109,10,13,4,9
2854,508,AYACUCHO,PÀUCAR DEL SARA SARA,202106,126,4,6,3,3
2856,508,AYACUCHO,PÀUCAR DEL SARA SARA,202107,85,0,3,4,-1
2858,508,AYACUCHO,PÀUCAR DEL SARA SARA,202108,150,2,4,4,0
2865,509,AYACUCHO,SUCRE,202003,0,0,2,2,0
2867,509,AYACUCHO,SUCRE,202004,0,1,9,3,6
2869,509,AYACUCHO,SUCRE,202005,1,2,10,4,6
2871,509,AYACUCHO,SUCRE,202006,1,0,7,5,2
2873,509,AYACUCHO,SUCRE,202007,4,2,4,5,-1
2875,509,AYACUCHO,SUCRE,202008,14,1,2,11,-9
2877,509,AYACUCHO,SUCRE,202009,4,0,6,4,2
2878,509,AYACUCHO,SUCRE,202010,7,1,8,4,4
2879,509,AYACUCHO,SUCRE,202011,2,1,6,7,-1
2880,509,AYACUCHO,SUCRE,202012,3,0,6,4,2
2863,509,AYACUCHO,SUCRE,202101,12,1,6,3,3
2864,509,AYACUCHO,SUCRE,202102,29,2,8,7,1
2866,509,AYACUCHO,SUCRE,202103,143,7,20,2,18
2868,509,AYACUCHO,SUCRE,202104,80,3,7,3,4
2870,509,AYACUCHO,SUCRE,202105,112,4,10,4,6
2872,509,AYACUCHO,SUCRE,202106,83,3,8,5,3
2874,509,AYACUCHO,SUCRE,202107,165,0,6,5,1
2876,509,AYACUCHO,SUCRE,202108,20,2,6,11,-5
2883,510,AYACUCHO,VICTOR FAJARDO,202003,0,0,6,8,-2
2885,510,AYACUCHO,VICTOR FAJARDO,202004,4,1,8,8,0
2887,510,AYACUCHO,VICTOR FAJARDO,202005,21,2,11,12,-1
2889,510,AYACUCHO,VICTOR FAJARDO,202006,9,3,14,12,2
2891,510,AYACUCHO,VICTOR FAJARDO,202007,10,1,18,7,11
2893,510,AYACUCHO,VICTOR FAJARDO,202008,56,5,17,10,7
2895,510,AYACUCHO,VICTOR FAJARDO,202009,54,1,15,17,-2
2896,510,AYACUCHO,VICTOR FAJARDO,202010,17,5,16,16,0
2897,510,AYACUCHO,VICTOR FAJARDO,202011,23,2,14,10,4
2898,510,AYACUCHO,VICTOR FAJARDO,202012,3,1,11,12,-1
2881,510,AYACUCHO,VICTOR FAJARDO,202101,18,0,11,8,3
2882,510,AYACUCHO,VICTOR FAJARDO,202102,44,7,15,6,9
2884,510,AYACUCHO,VICTOR FAJARDO,202103,63,4,29,8,21
2886,510,AYACUCHO,VICTOR FAJARDO,202104,63,9,36,8,28
2888,510,AYACUCHO,VICTOR FAJARDO,202105,52,7,20,12,8
2890,510,AYACUCHO,VICTOR FAJARDO,202106,41,2,10,12,-2
2892,510,AYACUCHO,VICTOR FAJARDO,202107,18,2,18,7,11
2894,510,AYACUCHO,VICTOR FAJARDO,202108,12,2,9,10,-1
2901,511,AYACUCHO,VILCAS HUAMAN,202003,0,0,11,3,8
2903,511,AYACUCHO,VILCAS HUAMAN,202004,1,0,7,9,-2
2905,511,AYACUCHO,VILCAS HUAMAN,202005,4,0,11,10,1
2907,511,AYACUCHO,VILCAS HUAMAN,202006,15,1,10,7,3
2909,511,AYACUCHO,VILCAS HUAMAN,202007,5,0,7,10,-3
2911,511,AYACUCHO,VILCAS HUAMAN,202008,16,0,10,9,1
2913,511,AYACUCHO,VILCAS HUAMAN,202009,24,2,8,13,-5
2914,511,AYACUCHO,VILCAS HUAMAN,202010,14,0,8,13,-5
2915,511,AYACUCHO,VILCAS HUAMAN,202011,7,1,7,5,2
2916,511,AYACUCHO,VILCAS HUAMAN,202012,6,0,14,13,1
2899,511,AYACUCHO,VILCAS HUAMAN,202101,19,2,19,10,9
2900,511,AYACUCHO,VILCAS HUAMAN,202102,41,14,23,9,14
2902,511,AYACUCHO,VILCAS HUAMAN,202103,52,7,25,3,22
2904,511,AYACUCHO,VILCAS HUAMAN,202104,70,5,19,9,10
2906,511,AYACUCHO,VILCAS HUAMAN,202105,39,3,21,10,11
2908,511,AYACUCHO,VILCAS HUAMAN,202106,32,0,5,7,-2
2910,511,AYACUCHO,VILCAS HUAMAN,202107,13,0,6,10,-4
2912,511,AYACUCHO,VILCAS HUAMAN,202108,5,0,4,9,-5
2919,601,CAJAMARCA,CAJAMARCA,202003,1,0,109,70,39
2921,601,CAJAMARCA,CAJAMARCA,202004,110,3,82,62,20
2923,601,CAJAMARCA,CAJAMARCA,202005,193,8,107,63,44
2925,601,CAJAMARCA,CAJAMARCA,202006,465,36,143,60,83
2927,601,CAJAMARCA,CAJAMARCA,202007,1895,274,381,74,307
2929,601,CAJAMARCA,CAJAMARCA,202008,3594,205,316,81,235
2931,601,CAJAMARCA,CAJAMARCA,202009,1732,65,187,70,117
2932,601,CAJAMARCA,CAJAMARCA,202010,500,33,125,83,42
2933,601,CAJAMARCA,CAJAMARCA,202011,424,18,105,77,28
2934,601,CAJAMARCA,CAJAMARCA,202012,363,26,125,70,55
2917,601,CAJAMARCA,CAJAMARCA,202101,1221,33,142,84,58
2918,601,CAJAMARCA,CAJAMARCA,202102,1871,71,193,68,125
2920,601,CAJAMARCA,CAJAMARCA,202103,4138,209,371,70,301
2922,601,CAJAMARCA,CAJAMARCA,202104,3544,299,453,62,391
2924,601,CAJAMARCA,CAJAMARCA,202105,1765,174,294,63,231
2926,601,CAJAMARCA,CAJAMARCA,202106,815,38,161,60,101
2928,601,CAJAMARCA,CAJAMARCA,202107,391,23,141,74,67
2930,601,CAJAMARCA,CAJAMARCA,202108,414,12,124,81,43
2937,602,CAJAMARCA,CAJABAMBA,202003,0,0,20,30,-10
2939,602,CAJAMARCA,CAJABAMBA,202004,2,3,20,25,-5
2941,602,CAJAMARCA,CAJABAMBA,202005,5,1,27,17,10
2943,602,CAJAMARCA,CAJABAMBA,202006,49,2,34,38,-4
2945,602,CAJAMARCA,CAJABAMBA,202007,80,8,33,39,-6
2947,602,CAJAMARCA,CAJABAMBA,202008,157,18,50,21,29
2949,602,CAJAMARCA,CAJABAMBA,202009,118,12,42,16,26
2950,602,CAJAMARCA,CAJABAMBA,202010,123,9,26,34,-8
2951,602,CAJAMARCA,CAJABAMBA,202011,55,3,24,29,-5
2952,602,CAJAMARCA,CAJABAMBA,202012,55,4,30,29,1
2935,602,CAJAMARCA,CAJABAMBA,202101,62,3,32,30,2
2936,602,CAJAMARCA,CAJABAMBA,202102,156,8,47,27,20
2938,602,CAJAMARCA,CAJABAMBA,202103,321,28,67,30,37
2940,602,CAJAMARCA,CAJABAMBA,202104,461,34,72,25,47
2942,602,CAJAMARCA,CAJABAMBA,202105,343,34,61,17,44
2944,602,CAJAMARCA,CAJABAMBA,202106,193,11,38,38,0
2946,602,CAJAMARCA,CAJABAMBA,202107,92,8,44,39,5
2948,602,CAJAMARCA,CAJABAMBA,202108,16,6,30,21,9
2955,603,CAJAMARCA,CELENDIN,202003,0,0,22,17,5
2957,603,CAJAMARCA,CELENDIN,202004,6,0,24,28,-4
2959,603,CAJAMARCA,CELENDIN,202005,31,1,22,19,3
2961,603,CAJAMARCA,CELENDIN,202006,26,4,26,23,3
2963,603,CAJAMARCA,CELENDIN,202007,72,3,14,24,-10
2965,603,CAJAMARCA,CELENDIN,202008,87,0,18,25,-7
2967,603,CAJAMARCA,CELENDIN,202009,114,17,45,24,21
2968,603,CAJAMARCA,CELENDIN,202010,25,7,33,21,12
2969,603,CAJAMARCA,CELENDIN,202011,31,7,31,24,7
2970,603,CAJAMARCA,CELENDIN,202012,34,10,39,27,12
2953,603,CAJAMARCA,CELENDIN,202101,166,8,45,21,24
2954,603,CAJAMARCA,CELENDIN,202102,189,6,34,15,19
2956,603,CAJAMARCA,CELENDIN,202103,282,12,46,17,29
2958,603,CAJAMARCA,CELENDIN,202104,379,47,85,28,57
2960,603,CAJAMARCA,CELENDIN,202105,142,49,80,19,61
2962,603,CAJAMARCA,CELENDIN,202106,38,9,28,23,5
2964,603,CAJAMARCA,CELENDIN,202107,31,4,34,24,10
2966,603,CAJAMARCA,CELENDIN,202108,16,3,40,25,15
2973,604,CAJAMARCA,CHOTA,202003,0,0,22,37,-15
2975,604,CAJAMARCA,CHOTA,202004,28,2,20,37,-17
2977,604,CAJAMARCA,CHOTA,202005,15,3,26,33,-7
2979,604,CAJAMARCA,CHOTA,202006,73,9,31,33,-2
2981,604,CAJAMARCA,CHOTA,202007,90,2,33,24,9
2983,604,CAJAMARCA,CHOTA,202008,312,13,37,14,23
2985,604,CAJAMARCA,CHOTA,202009,188,18,37,24,13
2986,604,CAJAMARCA,CHOTA,202010,125,5,25,23,2
2987,604,CAJAMARCA,CHOTA,202011,87,4,22,17,5
2988,604,CAJAMARCA,CHOTA,202012,86,5,25,33,-8
2971,604,CAJAMARCA,CHOTA,202101,274,21,44,38,6
2972,604,CAJAMARCA,CHOTA,202102,320,24,51,32,19
2974,604,CAJAMARCA,CHOTA,202103,339,29,53,37,16
2976,604,CAJAMARCA,CHOTA,202104,790,44,72,37,35
2978,604,CAJAMARCA,CHOTA,202105,651,39,74,33,41
2980,604,CAJAMARCA,CHOTA,202106,427,18,47,33,14
2982,604,CAJAMARCA,CHOTA,202107,208,19,51,24,27
2984,604,CAJAMARCA,CHOTA,202108,63,8,39,14,25
2991,605,CAJAMARCA,CONTUMAZA,202003,0,0,7,7,0
2993,605,CAJAMARCA,CONTUMAZA,202004,4,0,7,11,-4
2995,605,CAJAMARCA,CONTUMAZA,202005,9,1,5,5,0
2997,605,CAJAMARCA,CONTUMAZA,202006,19,3,6,5,1
2999,605,CAJAMARCA,CONTUMAZA,202007,27,6,21,6,15
3001,605,CAJAMARCA,CONTUMAZA,202008,93,6,12,3,9
3003,605,CAJAMARCA,CONTUMAZA,202009,29,2,12,7,5
3004,605,CAJAMARCA,CONTUMAZA,202010,21,2,10,10,0
3005,605,CAJAMARCA,CONTUMAZA,202011,8,3,12,8,4
3006,605,CAJAMARCA,CONTUMAZA,202012,13,0,8,8,0
2989,605,CAJAMARCA,CONTUMAZA,202101,29,1,13,7,6
2990,605,CAJAMARCA,CONTUMAZA,202102,141,13,20,10,10
2992,605,CAJAMARCA,CONTUMAZA,202103,386,18,25,7,18
2994,605,CAJAMARCA,CONTUMAZA,202104,240,22,29,11,18
2996,605,CAJAMARCA,CONTUMAZA,202105,108,9,19,5,14
2998,605,CAJAMARCA,CONTUMAZA,202106,36,3,10,5,5
3000,605,CAJAMARCA,CONTUMAZA,202107,17,0,10,6,4
3002,605,CAJAMARCA,CONTUMAZA,202108,33,0,10,3,7
3009,606,CAJAMARCA,CUTERVO,202003,0,0,19,33,-14
3011,606,CAJAMARCA,CUTERVO,202004,3,1,17,24,-7
3013,606,CAJAMARCA,CUTERVO,202005,12,3,15,30,-15
3015,606,CAJAMARCA,CUTERVO,202006,74,7,20,24,-4
3017,606,CAJAMARCA,CUTERVO,202007,58,11,34,30,4
3019,606,CAJAMARCA,CUTERVO,202008,210,17,38,32,6
3021,606,CAJAMARCA,CUTERVO,202009,155,8,32,21,11
3022,606,CAJAMARCA,CUTERVO,202010,136,3,20,34,-14
3023,606,CAJAMARCA,CUTERVO,202011,106,3,24,16,8
3024,606,CAJAMARCA,CUTERVO,202012,121,5,24,25,-1
3007,606,CAJAMARCA,CUTERVO,202101,372,17,54,31,23
3008,606,CAJAMARCA,CUTERVO,202102,287,15,51,23,28
3010,606,CAJAMARCA,CUTERVO,202103,235,12,32,33,-1
3012,606,CAJAMARCA,CUTERVO,202104,736,46,71,24,47
3014,606,CAJAMARCA,CUTERVO,202105,447,39,63,30,33
3016,606,CAJAMARCA,CUTERVO,202106,156,11,34,24,10
3018,606,CAJAMARCA,CUTERVO,202107,68,3,23,30,-7
3020,606,CAJAMARCA,CUTERVO,202108,48,3,22,32,-10
3027,607,CAJAMARCA,HUALGAYOC,202003,0,0,15,26,-11
3029,607,CAJAMARCA,HUALGAYOC,202004,27,1,11,16,-5
3031,607,CAJAMARCA,HUALGAYOC,202005,30,1,10,22,-12
3033,607,CAJAMARCA,HUALGAYOC,202006,39,2,12,12,0
3035,607,CAJAMARCA,HUALGAYOC,202007,110,21,20,21,-1
3037,607,CAJAMARCA,HUALGAYOC,202008,461,14,11,14,-3
3039,607,CAJAMARCA,HUALGAYOC,202009,203,6,18,8,10
3040,607,CAJAMARCA,HUALGAYOC,202010,130,4,20,10,10
3041,607,CAJAMARCA,HUALGAYOC,202011,94,0,9,8,1
3042,607,CAJAMARCA,HUALGAYOC,202012,97,6,6,19,-13
3025,607,CAJAMARCA,HUALGAYOC,202101,157,8,20,25,-5
3026,607,CAJAMARCA,HUALGAYOC,202102,217,10,25,29,-4
3028,607,CAJAMARCA,HUALGAYOC,202103,366,21,38,26,12
3030,607,CAJAMARCA,HUALGAYOC,202104,489,39,68,16,52
3032,607,CAJAMARCA,HUALGAYOC,202105,328,26,57,22,35
3034,607,CAJAMARCA,HUALGAYOC,202106,133,6,36,12,24
3036,607,CAJAMARCA,HUALGAYOC,202107,60,2,21,21,0
3038,607,CAJAMARCA,HUALGAYOC,202108,31,2,18,14,4
3045,608,CAJAMARCA,JAEN,202003,0,0,23,21,2
3047,608,CAJAMARCA,JAEN,202004,39,5,21,13,8
3049,608,CAJAMARCA,JAEN,202005,175,8,24,18,6
3051,608,CAJAMARCA,JAEN,202006,701,44,75,14,61
3053,608,CAJAMARCA,JAEN,202007,2572,211,226,14,212
3055,608,CAJAMARCA,JAEN,202008,2620,108,100,11,89
3057,608,CAJAMARCA,JAEN,202009,965,27,39,14,25
3058,608,CAJAMARCA,JAEN,202010,482,21,47,16,31
3059,608,CAJAMARCA,JAEN,202011,292,12,24,15,9
3060,608,CAJAMARCA,JAEN,202012,276,19,41,15,26
3043,608,CAJAMARCA,JAEN,202101,975,42,62,13,49
3044,608,CAJAMARCA,JAEN,202102,767,66,86,12,74
3046,608,CAJAMARCA,JAEN,202103,1182,44,68,21,47
3048,608,CAJAMARCA,JAEN,202104,2255,100,114,13,101
3050,608,CAJAMARCA,JAEN,202105,1793,82,119,18,101
3052,608,CAJAMARCA,JAEN,202106,821,36,79,14,65
3054,608,CAJAMARCA,JAEN,202107,489,28,65,14,51
3056,608,CAJAMARCA,JAEN,202108,137,10,59,11,48
3063,609,CAJAMARCA,SAN IGNACIO,202003,0,0,12,19,-7
3065,609,CAJAMARCA,SAN IGNACIO,202004,0,1,19,19,0
3067,609,CAJAMARCA,SAN IGNACIO,202005,10,1,16,9,7
3069,609,CAJAMARCA,SAN IGNACIO,202006,51,6,19,15,4
3071,609,CAJAMARCA,SAN IGNACIO,202007,476,19,41,10,31
3073,609,CAJAMARCA,SAN IGNACIO,202008,877,30,44,21,23
3075,609,CAJAMARCA,SAN IGNACIO,202009,561,18,28,14,14
3076,609,CAJAMARCA,SAN IGNACIO,202010,177,4,23,21,2
3077,609,CAJAMARCA,SAN IGNACIO,202011,108,8,24,18,6
3078,609,CAJAMARCA,SAN IGNACIO,202012,83,5,18,11,7
3061,609,CAJAMARCA,SAN IGNACIO,202101,123,13,42,18,24
3062,609,CAJAMARCA,SAN IGNACIO,202102,220,19,41,15,26
3064,609,CAJAMARCA,SAN IGNACIO,202103,345,9,42,19,23
3066,609,CAJAMARCA,SAN IGNACIO,202104,754,32,55,19,36
3068,609,CAJAMARCA,SAN IGNACIO,202105,514,36,73,9,64
3070,609,CAJAMARCA,SAN IGNACIO,202106,318,16,40,15,25
3072,609,CAJAMARCA,SAN IGNACIO,202107,200,9,33,10,23
3074,609,CAJAMARCA,SAN IGNACIO,202108,72,6,43,21,22
3081,610,CAJAMARCA,SAN MARCOS,202003,0,0,10,22,-12
3083,610,CAJAMARCA,SAN MARCOS,202004,0,0,8,20,-12
3085,610,CAJAMARCA,SAN MARCOS,202005,4,1,24,15,9
3087,610,CAJAMARCA,SAN MARCOS,202006,7,1,14,18,-4
3089,610,CAJAMARCA,SAN MARCOS,202007,30,2,14,26,-12
3091,610,CAJAMARCA,SAN MARCOS,202008,107,8,29,17,12
3093,610,CAJAMARCA,SAN MARCOS,202009,22,3,21,17,4
3094,610,CAJAMARCA,SAN MARCOS,202010,25,2,18,18,0
3095,610,CAJAMARCA,SAN MARCOS,202011,24,5,21,22,-1
3096,610,CAJAMARCA,SAN MARCOS,202012,46,3,15,24,-9
3079,610,CAJAMARCA,SAN MARCOS,202101,30,4,15,14,1
3080,610,CAJAMARCA,SAN MARCOS,202102,78,5,18,13,5
3082,610,CAJAMARCA,SAN MARCOS,202103,210,19,63,22,41
3084,610,CAJAMARCA,SAN MARCOS,202104,191,29,51,20,31
3086,610,CAJAMARCA,SAN MARCOS,202105,118,21,42,15,27
3088,610,CAJAMARCA,SAN MARCOS,202106,28,7,23,18,5
3090,610,CAJAMARCA,SAN MARCOS,202107,4,2,15,26,-11
3092,610,CAJAMARCA,SAN MARCOS,202108,2,2,18,17,1
3099,611,CAJAMARCA,SAN MIGUEL,202003,0,0,17,8,9
3101,611,CAJAMARCA,SAN MIGUEL,202004,3,0,17,7,10
3103,611,CAJAMARCA,SAN MIGUEL,202005,17,1,17,6,11
3105,611,CAJAMARCA,SAN MIGUEL,202006,39,4,17,7,10
3107,611,CAJAMARCA,SAN MIGUEL,202007,50,7,30,6,24
3109,611,CAJAMARCA,SAN MIGUEL,202008,141,7,33,6,27
3111,611,CAJAMARCA,SAN MIGUEL,202009,45,2,21,9,12
3112,611,CAJAMARCA,SAN MIGUEL,202010,14,2,22,7,15
3113,611,CAJAMARCA,SAN MIGUEL,202011,17,1,11,4,7
3114,611,CAJAMARCA,SAN MIGUEL,202012,15,1,8,4,4
3097,611,CAJAMARCA,SAN MIGUEL,202101,31,6,32,10,22
3098,611,CAJAMARCA,SAN MIGUEL,202102,79,11,29,10,19
3100,611,CAJAMARCA,SAN MIGUEL,202103,149,11,32,8,24
3102,611,CAJAMARCA,SAN MIGUEL,202104,243,21,57,7,50
3104,611,CAJAMARCA,SAN MIGUEL,202105,170,19,45,6,39
3106,611,CAJAMARCA,SAN MIGUEL,202106,99,7,17,7,10
3108,611,CAJAMARCA,SAN MIGUEL,202107,37,5,17,6,11
3110,611,CAJAMARCA,SAN MIGUEL,202108,9,2,15,6,9
3117,612,CAJAMARCA,SAN PABLO,202003,0,0,3,9,-6
3119,612,CAJAMARCA,SAN PABLO,202004,3,0,4,10,-6
3121,612,CAJAMARCA,SAN PABLO,202005,5,0,7,16,-9
3123,612,CAJAMARCA,SAN PABLO,202006,5,0,4,9,-5
3125,612,CAJAMARCA,SAN PABLO,202007,33,3,9,10,-1
3127,612,CAJAMARCA,SAN PABLO,202008,49,0,8,12,-4
3129,612,CAJAMARCA,SAN PABLO,202009,23,0,8,9,-1
3130,612,CAJAMARCA,SAN PABLO,202010,12,3,17,9,8
3131,612,CAJAMARCA,SAN PABLO,202011,16,2,12,8,4
3132,612,CAJAMARCA,SAN PABLO,202012,18,1,11,7,4
3115,612,CAJAMARCA,SAN PABLO,202101,26,4,13,6,7
3116,612,CAJAMARCA,SAN PABLO,202102,48,6,13,9,4
3118,612,CAJAMARCA,SAN PABLO,202103,145,13,22,9,13
3120,612,CAJAMARCA,SAN PABLO,202104,106,8,28,10,18
3122,612,CAJAMARCA,SAN PABLO,202105,34,10,19,16,3
3124,612,CAJAMARCA,SAN PABLO,202106,8,1,13,9,4
3126,612,CAJAMARCA,SAN PABLO,202107,15,0,12,10,2
3128,612,CAJAMARCA,SAN PABLO,202108,4,0,3,12,-9
3135,613,CAJAMARCA,SANTA CRUZ,202003,0,0,11,21,-10
3137,613,CAJAMARCA,SANTA CRUZ,202004,42,2,10,13,-3
3139,613,CAJAMARCA,SANTA CRUZ,202005,49,0,15,8,7
3141,613,CAJAMARCA,SANTA CRUZ,202006,23,4,8,6,2
3143,613,CAJAMARCA,SANTA CRUZ,202007,15,1,16,13,3
3145,613,CAJAMARCA,SANTA CRUZ,202008,97,4,16,12,4
3147,613,CAJAMARCA,SANTA CRUZ,202009,31,7,16,5,11
3148,613,CAJAMARCA,SANTA CRUZ,202010,43,2,8,7,1
3149,613,CAJAMARCA,SANTA CRUZ,202011,17,2,5,3,2
3150,613,CAJAMARCA,SANTA CRUZ,202012,27,6,7,3,4
3133,613,CAJAMARCA,SANTA CRUZ,202101,21,3,10,10,0
3134,613,CAJAMARCA,SANTA CRUZ,202102,35,4,15,13,2
3136,613,CAJAMARCA,SANTA CRUZ,202103,48,6,10,21,-11
3138,613,CAJAMARCA,SANTA CRUZ,202104,137,15,18,13,5
3140,613,CAJAMARCA,SANTA CRUZ,202105,132,14,23,8,15
3142,613,CAJAMARCA,SANTA CRUZ,202106,71,3,13,6,7
3144,613,CAJAMARCA,SANTA CRUZ,202107,38,2,6,13,-7
3146,613,CAJAMARCA,SANTA CRUZ,202108,21,3,9,12,-3
3153,701,CALLAO,PROV. CONST. DEL CALLAO,202003,39,5,422,364,58
3155,701,CALLAO,PROV. CONST. DEL CALLAO,202004,4070,375,663,332,331
3157,701,CALLAO,PROV. CONST. DEL CALLAO,202005,8145,1285,1721,358,1363
3159,701,CALLAO,PROV. CONST. DEL CALLAO,202006,5382,1134,1582,370,1212
3161,701,CALLAO,PROV. CONST. DEL CALLAO,202007,3628,828,1213,381,832
3163,701,CALLAO,PROV. CONST. DEL CALLAO,202008,6119,715,1068,389,679
3165,701,CALLAO,PROV. CONST. DEL CALLAO,202009,5776,385,749,424,325
3166,701,CALLAO,PROV. CONST. DEL CALLAO,202010,3674,211,553,385,168
3167,701,CALLAO,PROV. CONST. DEL CALLAO,202011,2493,125,449,331,118
3168,701,CALLAO,PROV. CONST. DEL CALLAO,202012,2119,155,510,352,158
3151,701,CALLAO,PROV. CONST. DEL CALLAO,202101,5421,535,923,362,561
3152,701,CALLAO,PROV. CONST. DEL CALLAO,202102,8849,1068,1439,386,1053
3154,701,CALLAO,PROV. CONST. DEL CALLAO,202103,15446,1130,1508,364,1144
3156,701,CALLAO,PROV. CONST. DEL CALLAO,202104,16820,1016,1423,332,1091
3158,701,CALLAO,PROV. CONST. DEL CALLAO,202105,3079,571,952,358,594
3160,701,CALLAO,PROV. CONST. DEL CALLAO,202106,1732,217,601,370,231
3162,701,CALLAO,PROV. CONST. DEL CALLAO,202107,1113,97,490,381,109
3164,701,CALLAO,PROV. CONST. DEL CALLAO,202108,948,55,475,389,86
3171,801,CUSCO,CUSCO,202003,33,5,168,145,23
3173,801,CUSCO,CUSCO,202004,224,2,138,142,-4
3175,801,CUSCO,CUSCO,202005,579,9,154,152,2
3177,801,CUSCO,CUSCO,202006,361,16,155,183,-28
3179,801,CUSCO,CUSCO,202007,2099,191,384,177,207
3181,801,CUSCO,CUSCO,202008,8047,543,773,180,593
3183,801,CUSCO,CUSCO,202009,3177,115,237,161,76
3184,801,CUSCO,CUSCO,202010,795,52,160,161,-1
3185,801,CUSCO,CUSCO,202011,715,28,139,170,-31
3186,801,CUSCO,CUSCO,202012,756,34,168,174,-6
3169,801,CUSCO,CUSCO,202101,1906,85,222,138,84
3170,801,CUSCO,CUSCO,202102,3486,193,304,149,155
3172,801,CUSCO,CUSCO,202103,5111,273,408,145,263
3174,801,CUSCO,CUSCO,202104,5939,359,491,142,349
